time,DNI,DHI,Reflected,H_sun,Temperature,WindSpeed,Int,ts,GHI,T_cell,P_DC_kW,P_AC_kW
20201125:1630,0.0,0.0,0.0,0.0,18.96,1.86,0.0,2020-11-25 16:30:00+00:00,0.0,18.96,0.0,0.0
20201125:1730,0.0,0.0,0.0,0.0,18.0,1.79,0.0,2020-11-25 17:30:00+00:00,0.0,18.0,0.0,0.0
20201125:1830,0.0,0.0,0.0,0.0,17.1,1.66,0.0,2020-11-25 18:30:00+00:00,0.0,17.1,0.0,0.0
20201125:1930,0.0,0.0,0.0,0.0,16.85,1.45,0.0,2020-11-25 19:30:00+00:00,0.0,16.85,0.0,0.0
20201125:2030,0.0,0.0,0.0,0.0,16.01,1.79,0.0,2020-11-25 20:30:00+00:00,0.0,16.01,0.0,0.0
20201125:2130,0.0,0.0,0.0,0.0,15.7,1.86,0.0,2020-11-25 21:30:00+00:00,0.0,15.7,0.0,0.0
20201125:2230,0.0,0.0,0.0,0.0,15.48,1.86,0.0,2020-11-25 22:30:00+00:00,0.0,15.48,0.0,0.0
20201125:2330,0.0,0.0,0.0,0.0,15.27,2.0,0.0,2020-11-25 23:30:00+00:00,0.0,15.27,0.0,0.0
20201126:0030,0.0,0.0,0.0,-0.23,15.07,2.07,0.0,2020-11-26 00:30:00+00:00,0.0,15.07,0.0,0.0
20201126:0130,54.25,85.6,0.0,12.19,15.15,1.86,0.0,2020-11-26 01:30:00+00:00,139.85,19.5203125,14.306860404687498,13.877654592546874
20201126:0230,161.95,150.8,0.0,23.73,18.29,1.59,0.0,2020-11-26 02:30:00+00:00,312.75,28.0634375,30.872602167187498,29.94642410217187
20201126:0330,245.05,218.75,0.0,33.83,21.47,1.72,0.0,2020-11-26 03:30:00+00:00,463.8,35.96375,44.244305355,42.91697619435
20201126:0430,284.41,258.25,0.0,41.58,23.9,1.93,0.0,2020-11-26 04:30:00+00:00,542.6600000000001,40.858125,50.65166055275,49.1321107361675
20201126:0530,220.6,293.5,0.0,45.71,25.52,2.34,0.0,2020-11-26 05:30:00+00:00,514.1,41.585625,47.82879867875,46.3939347183875
20201126:0630,365.26,243.75,0.0,45.21,26.28,2.21,0.0,2020-11-26 06:30:00+00:00,609.01,45.3115625,55.705623235187495,54.03445453813187
20201126:0730,256.05,259.15,0.0,40.22,26.95,2.21,0.0,2020-11-26 07:30:00+00:00,515.2,43.05,47.6142688,46.185840735999996
20201126:0830,130.25,196.0,0.0,31.88,27.23,2.34,0.0,2020-11-26 08:30:00+00:00,326.25,37.425312500000004,30.9224215546875,29.994748908046873
20201126:0930,15.35,146.9,0.0,21.42,26.97,2.28,0.0,2020-11-26 09:30:00+00:00,162.25,32.0403125,15.745237904687503,15.272880767546878
20201126:1030,0.3,51.8,0.0,9.66,26.35,1.72,0.0,2020-11-26 10:30:00+00:00,52.099999999999994,27.978125000000002,5.1448326687499994,4.990487688687499
20201126:1130,0.0,0.0,0.0,-2.89,25.07,1.79,0.0,2020-11-26 11:30:00+00:00,0.0,25.07,0.0,0.0
20201126:1230,0.0,0.0,0.0,0.0,23.77,1.93,0.0,2020-11-26 12:30:00+00:00,0.0,23.77,0.0,0.0
20201126:1330,0.0,0.0,0.0,0.0,22.83,1.86,0.0,2020-11-26 13:30:00+00:00,0.0,22.83,0.0,0.0
20201126:1430,0.0,0.0,0.0,0.0,22.08,1.79,0.0,2020-11-26 14:30:00+00:00,0.0,22.08,0.0,0.0
20201126:1530,0.0,0.0,0.0,0.0,21.36,1.86,0.0,2020-11-26 15:30:00+00:00,0.0,21.36,0.0,0.0
20201126:1630,0.0,0.0,0.0,0.0,20.83,1.79,0.0,2020-11-26 16:30:00+00:00,0.0,20.83,0.0,0.0
20201126:1730,0.0,0.0,0.0,0.0,20.33,1.79,0.0,2020-11-26 17:30:00+00:00,0.0,20.33,0.0,0.0
20201126:1830,0.0,0.0,0.0,0.0,19.78,1.86,0.0,2020-11-26 18:30:00+00:00,0.0,19.78,0.0,0.0
20201126:1930,0.0,0.0,0.0,0.0,19.52,1.86,0.0,2020-11-26 19:30:00+00:00,0.0,19.52,0.0,0.0
20201126:2030,0.0,0.0,0.0,0.0,19.38,1.79,0.0,2020-11-26 20:30:00+00:00,0.0,19.38,0.0,0.0
20201126:2130,0.0,0.0,0.0,0.0,19.24,1.79,0.0,2020-11-26 21:30:00+00:00,0.0,19.24,0.0,0.0
20201126:2230,0.0,0.0,0.0,0.0,19.1,1.86,0.0,2020-11-26 22:30:00+00:00,0.0,19.1,0.0,0.0
20201126:2330,0.0,0.0,0.0,0.0,18.99,2.07,0.0,2020-11-26 23:30:00+00:00,0.0,18.99,0.0,0.0
20201127:0030,0.0,0.0,0.0,-0.38,18.84,2.14,0.0,2020-11-27 00:30:00+00:00,0.0,18.84,0.0,0.0
20201127:0130,6.4,77.3,0.0,12.02,18.84,2.0,0.0,2020-11-27 01:30:00+00:00,83.7,21.455625,8.494598958749998,8.239760989987499
20201127:0230,32.3,170.8,0.0,23.55,20.06,1.86,0.0,2020-11-27 02:30:00+00:00,203.10000000000002,26.406875,20.189990748750002,19.584291026287502
20201127:0330,46.75,246.55,0.0,33.64,21.94,2.28,0.0,2020-11-27 03:30:00+00:00,293.3,31.105625000000003,28.57787247875,27.720536304387497
20201127:0430,59.7,270.65,0.0,41.37,23.46,2.62,0.0,2020-11-27 04:30:00+00:00,330.34999999999997,33.7834375,31.816324397187497,30.86183466527187
20201127:0530,33.8,257.6,0.0,45.51,24.35,2.9,0.0,2020-11-27 05:30:00+00:00,291.40000000000003,33.456250000000004,28.105056475000005,27.261904780750005
20201127:0630,295.06,258.95,0.0,45.04,24.47,2.9,0.0,2020-11-27 06:30:00+00:00,554.01,41.7828125,51.4959046996875,49.95102755869687
20201127:0730,271.9,222.5,0.0,40.09,26.18,3.38,0.0,2020-11-27 07:30:00+00:00,494.4,41.629999999999995,45.98681376,44.6072093472
20201127:0830,72.05,178.3,0.0,31.8,26.5,3.38,0.0,2020-11-27 08:30:00+00:00,250.35000000000002,34.3234375,24.054668517187498,23.333028461671873
20201127:0930,53.9,122.7,0.0,21.37,25.9,3.03,0.0,2020-11-27 09:30:00+00:00,176.6,31.41875,17.183908475,16.66839122075
20201127:1030,10.95,41.3,0.0,9.64,25.51,2.76,0.0,2020-11-27 10:30:00+00:00,52.25,27.1428125,5.177975979687499,5.022636700296874
20201127:1130,0.0,0.0,0.0,-2.9,24.28,2.62,0.0,2020-11-27 11:30:00+00:00,0.0,24.28,0.0,0.0
20201127:1230,0.0,0.0,0.0,0.0,23.14,2.48,0.0,2020-11-27 12:30:00+00:00,0.0,23.14,0.0,0.0
20201127:1330,0.0,0.0,0.0,0.0,22.48,2.34,0.0,2020-11-27 13:30:00+00:00,0.0,22.48,0.0,0.0
20201127:1430,0.0,0.0,0.0,0.0,21.74,2.14,0.0,2020-11-27 14:30:00+00:00,0.0,21.74,0.0,0.0
20201127:1530,0.0,0.0,0.0,0.0,20.93,2.14,0.0,2020-11-27 15:30:00+00:00,0.0,20.93,0.0,0.0
20201127:1630,0.0,0.0,0.0,0.0,20.08,2.34,0.0,2020-11-27 16:30:00+00:00,0.0,20.08,0.0,0.0
20201127:1730,0.0,0.0,0.0,0.0,19.62,2.48,0.0,2020-11-27 17:30:00+00:00,0.0,19.62,0.0,0.0
20201127:1830,0.0,0.0,0.0,0.0,19.28,2.55,0.0,2020-11-27 18:30:00+00:00,0.0,19.28,0.0,0.0
20201127:1930,0.0,0.0,0.0,0.0,19.95,2.69,0.0,2020-11-27 19:30:00+00:00,0.0,19.95,0.0,0.0
20201127:2030,0.0,0.0,0.0,0.0,19.75,2.69,0.0,2020-11-27 20:30:00+00:00,0.0,19.75,0.0,0.0
20201127:2130,0.0,0.0,0.0,0.0,18.86,2.48,0.0,2020-11-27 21:30:00+00:00,0.0,18.86,0.0,0.0
20201127:2230,0.0,0.0,0.0,0.0,18.13,2.34,0.0,2020-11-27 22:30:00+00:00,0.0,18.13,0.0,0.0
20201127:2330,0.0,0.0,0.0,0.0,17.57,2.21,0.0,2020-11-27 23:30:00+00:00,0.0,17.57,0.0,0.0
20201128:0030,0.0,0.0,0.0,-0.53,17.15,2.14,0.0,2020-11-28 00:30:00+00:00,0.0,17.15,0.0,0.0
20201128:0130,69.8,63.65,0.0,11.86,16.97,1.93,0.0,2020-11-28 01:30:00+00:00,133.45,21.1403125,13.5613316246875,13.154491675946876
20201128:0230,229.51,100.0,0.0,23.37,18.99,1.86,0.0,2020-11-28 02:30:00+00:00,329.51,29.287187499999998,32.3576781156875,31.38694777221687
20201128:0330,403.51,114.55,0.0,33.45,21.37,2.41,0.0,2020-11-28 03:30:00+00:00,518.06,37.559375,49.07326587875,47.6010679023875
20201128:0430,527.71,119.95,0.0,41.18,23.43,2.69,0.0,2020-11-28 04:30:00+00:00,647.6600000000001,43.669375,59.68760888675002,57.89698062014752
20201128:0530,588.01,125.05,0.0,45.32,25.19,2.97,0.0,2020-11-28 05:30:00+00:00,713.06,47.473124999999996,64.57563166474999,62.63836271480749
20201128:0630,570.76,129.1,0.0,44.88,26.52,3.03,0.0,2020-11-28 06:30:00+00:00,699.86,48.390625,63.11053161875001,61.21721567018751
20201128:0730,501.36,121.05,0.0,39.97,27.01,2.69,0.0,2020-11-28 07:30:00+00:00,622.41,46.4603125,56.6310124966875,54.93208212178687
20201128:0830,375.66,107.95,0.0,31.72,27.54,2.76,0.0,2020-11-28 08:30:00+00:00,483.61,42.652812499999996,44.77542780568751,43.43216497151688
20201128:0930,212.86,86.3,0.0,21.33,27.58,2.97,0.0,2020-11-28 09:30:00+00:00,299.16,36.92875,28.417185963,27.564670384110002
20201128:1030,59.6,46.6,0.0,9.62,27.03,2.62,0.0,2020-11-28 10:30:00+00:00,106.2,30.348750000000003,10.381424355,10.06998162435
20201128:1130,0.0,0.0,0.0,-2.9,25.33,2.34,0.0,2020-11-28 11:30:00+00:00,0.0,25.33,0.0,0.0
20201128:1230,0.0,0.0,0.0,0.0,23.41,2.48,0.0,2020-11-28 12:30:00+00:00,0.0,23.41,0.0,0.0
20201128:1330,0.0,0.0,0.0,0.0,22.21,2.41,0.0,2020-11-28 13:30:00+00:00,0.0,22.21,0.0,0.0
20201128:1430,0.0,0.0,0.0,0.0,21.3,2.34,0.0,2020-11-28 14:30:00+00:00,0.0,21.3,0.0,0.0
20201128:1530,0.0,0.0,0.0,0.0,20.51,2.34,0.0,2020-11-28 15:30:00+00:00,0.0,20.51,0.0,0.0
20201128:1630,0.0,0.0,0.0,0.0,19.79,2.34,0.0,2020-11-28 16:30:00+00:00,0.0,19.79,0.0,0.0
20201128:1730,0.0,0.0,0.0,0.0,19.16,2.41,0.0,2020-11-28 17:30:00+00:00,0.0,19.16,0.0,0.0
20201128:1830,0.0,0.0,0.0,0.0,18.62,2.41,0.0,2020-11-28 18:30:00+00:00,0.0,18.62,0.0,0.0
20201128:1930,0.0,0.0,0.0,0.0,18.27,2.28,0.0,2020-11-28 19:30:00+00:00,0.0,18.27,0.0,0.0
20201128:2030,0.0,0.0,0.0,0.0,17.7,2.28,0.0,2020-11-28 20:30:00+00:00,0.0,17.7,0.0,0.0
20201128:2130,0.0,0.0,0.0,0.0,17.13,2.28,0.0,2020-11-28 21:30:00+00:00,0.0,17.13,0.0,0.0
20201128:2230,0.0,0.0,0.0,0.0,16.68,2.34,0.0,2020-11-28 22:30:00+00:00,0.0,16.68,0.0,0.0
20201128:2330,0.0,0.0,0.0,0.0,16.32,2.41,0.0,2020-11-28 23:30:00+00:00,0.0,16.32,0.0,0.0
20201129:0030,0.0,0.0,0.0,-0.67,15.99,2.34,0.0,2020-11-29 00:30:00+00:00,0.0,15.99,0.0,0.0
20201129:0130,91.0,59.45,0.0,11.71,15.9,2.28,0.0,2020-11-29 01:30:00+00:00,150.45,20.6015625,15.3229328671875,14.863244881171875
20201129:0230,256.26,93.9,0.0,23.2,18.29,2.21,0.0,2020-11-29 02:30:00+00:00,350.15999999999997,29.232499999999998,34.393538076,33.361731933719994
20201129:0330,416.41,113.15,0.0,33.26,21.26,2.69,0.0,2020-11-29 03:30:00+00:00,529.5600000000001,37.80875,50.107139307,48.60392512779
20201129:0430,533.86,124.4,0.0,40.98,23.55,3.03,0.0,2020-11-29 04:30:00+00:00,658.26,44.120625000000004,60.53973610275,58.7235440196675
20201129:0530,592.71,129.2,0.0,45.14,25.27,3.17,0.0,2020-11-29 05:30:00+00:00,721.9100000000001,47.829687500000006,65.2689885246875,63.31091886894687
20201129:0630,580.76,129.0,0.0,44.73,26.45,3.03,0.0,2020-11-29 06:30:00+00:00,709.76,48.629999999999995,63.931915904,62.013958426879995
20201129:0730,510.16,122.1,0.0,39.86,27.01,2.76,0.0,2020-11-29 07:30:00+00:00,632.26,46.768125,57.44549182075001,55.722127066127506
20201129:0830,383.11,109.0,0.0,31.65,27.39,2.69,0.0,2020-11-29 08:30:00+00:00,492.11,42.768437500000005,45.5385091731875,44.172353897991876
20201129:0930,219.36,87.05,0.0,21.29,27.39,2.69,0.0,2020-11-29 09:30:00+00:00,306.41,36.9653125,29.1011576106875,28.228122882366876
20201129:1030,62.25,47.5,0.0,9.6,26.77,2.21,0.0,2020-11-29 10:30:00+00:00,109.75,30.1996875,10.735320404687501,10.413260792546875
20201129:1130,0.0,0.0,0.0,-2.89,25.08,2.07,0.0,2020-11-29 11:30:00+00:00,0.0,25.08,0.0,0.0
20201129:1230,0.0,0.0,0.0,0.0,23.02,2.41,0.0,2020-11-29 12:30:00+00:00,0.0,23.02,0.0,0.0
20201129:1330,0.0,0.0,0.0,0.0,21.5,2.41,0.0,2020-11-29 13:30:00+00:00,0.0,21.5,0.0,0.0
20201129:1430,0.0,0.0,0.0,0.0,20.35,2.34,0.0,2020-11-29 14:30:00+00:00,0.0,20.35,0.0,0.0
20201129:1530,0.0,0.0,0.0,0.0,19.41,2.34,0.0,2020-11-29 15:30:00+00:00,0.0,19.41,0.0,0.0
20201129:1630,0.0,0.0,0.0,0.0,18.53,2.34,0.0,2020-11-29 16:30:00+00:00,0.0,18.53,0.0,0.0
20201129:1730,0.0,0.0,0.0,0.0,17.82,2.41,0.0,2020-11-29 17:30:00+00:00,0.0,17.82,0.0,0.0
20201129:1830,0.0,0.0,0.0,0.0,17.25,2.41,0.0,2020-11-29 18:30:00+00:00,0.0,17.25,0.0,0.0
20201129:1930,0.0,0.0,0.0,0.0,16.87,2.14,0.0,2020-11-29 19:30:00+00:00,0.0,16.87,0.0,0.0
20201129:2030,0.0,0.0,0.0,0.0,16.24,2.21,0.0,2020-11-29 20:30:00+00:00,0.0,16.24,0.0,0.0
20201129:2130,0.0,0.0,0.0,0.0,15.72,2.21,0.0,2020-11-29 21:30:00+00:00,0.0,15.72,0.0,0.0
20201129:2230,0.0,0.0,0.0,0.0,15.31,2.28,0.0,2020-11-29 22:30:00+00:00,0.0,15.31,0.0,0.0
20201129:2330,0.0,0.0,0.0,0.0,14.94,2.21,0.0,2020-11-29 23:30:00+00:00,0.0,14.94,0.0,0.0
20201130:0030,0.0,0.0,0.0,-0.82,14.59,2.14,0.0,2020-11-30 00:30:00+00:00,0.0,14.59,0.0,0.0
20201130:0130,90.1,59.2,0.0,11.55,14.37,1.93,0.0,2020-11-30 01:30:00+00:00,149.3,19.035625,15.30400209875,14.844882035787501
20201130:0230,255.36,93.95,0.0,23.03,17.72,1.59,0.0,2020-11-30 02:30:00+00:00,349.31,28.635937499999997,34.3975708821875,33.36564375572188
20201130:0330,415.21,113.3,0.0,33.08,21.28,2.0,0.0,2020-11-30 03:30:00+00:00,528.51,37.7959375,50.01063201018751,48.51031304988188
20201130:0430,531.96,124.7,0.0,40.8,23.73,2.34,0.0,2020-11-30 04:30:00+00:00,656.6600000000001,44.250625,60.35673152675001,58.54602958094751
20201130:0530,589.51,129.85,0.0,44.96,25.4,2.55,0.0,2020-11-30 05:30:00+00:00,719.36,47.879999999999995,65.023238144,63.07254099968
20201130:0630,580.66,129.15,0.0,44.58,26.37,2.14,0.0,2020-11-30 06:30:00+00:00,709.81,48.5515625,63.95980347718749,62.04100937287187
20201130:0730,509.06,122.4,0.0,39.75,26.83,2.34,0.0,2020-11-30 07:30:00+00:00,631.46,46.563125,57.42717461675,55.7043593782475
20201130:0830,381.41,109.3,0.0,31.58,27.14,2.34,0.0,2020-11-30 08:30:00+00:00,490.71000000000004,42.4746875,45.4694983606875,44.10541340986688
20201130:0930,217.41,87.45,0.0,21.25,27.07,2.34,0.0,2020-11-30 09:30:00+00:00,304.86,36.596875,29.001122208750004,28.131088542487504
20201130:1030,61.6,47.55,0.0,9.59,26.56,2.0,0.0,2020-11-30 10:30:00+00:00,109.15,29.970937499999998,10.687117312187501,10.366503792821876
20201130:1130,0.0,0.0,0.0,-2.88,25.21,1.72,0.0,2020-11-30 11:30:00+00:00,0.0,25.21,0.0,0.0
20201130:1230,0.0,0.0,0.0,0.0,23.3,1.93,0.0,2020-11-30 12:30:00+00:00,0.0,23.3,0.0,0.0
20201130:1330,0.0,0.0,0.0,0.0,21.51,1.79,0.0,2020-11-30 13:30:00+00:00,0.0,21.51,0.0,0.0
20201130:1430,0.0,0.0,0.0,0.0,19.72,1.66,0.0,2020-11-30 14:30:00+00:00,0.0,19.72,0.0,0.0
20201130:1530,0.0,0.0,0.0,0.0,18.83,1.31,0.0,2020-11-30 15:30:00+00:00,0.0,18.83,0.0,0.0
20201130:1630,0.0,0.0,0.0,0.0,19.06,1.03,0.0,2020-11-30 16:30:00+00:00,0.0,19.06,0.0,0.0
20201130:1730,0.0,0.0,0.0,0.0,19.37,0.83,0.0,2020-11-30 17:30:00+00:00,0.0,19.37,0.0,0.0
20201130:1830,0.0,0.0,0.0,0.0,17.54,1.1,0.0,2020-11-30 18:30:00+00:00,0.0,17.54,0.0,0.0
20201130:1930,0.0,0.0,0.0,0.0,15.73,1.66,0.0,2020-11-30 19:30:00+00:00,0.0,15.73,0.0,0.0
20201130:2030,0.0,0.0,0.0,0.0,15.14,1.93,0.0,2020-11-30 20:30:00+00:00,0.0,15.14,0.0,0.0
20201130:2130,0.0,0.0,0.0,0.0,14.96,2.07,0.0,2020-11-30 21:30:00+00:00,0.0,14.96,0.0,0.0
20201130:2230,0.0,0.0,0.0,0.0,14.85,2.21,0.0,2020-11-30 22:30:00+00:00,0.0,14.85,0.0,0.0
20201130:2330,0.0,0.0,0.0,0.0,14.74,2.21,0.0,2020-11-30 23:30:00+00:00,0.0,14.74,0.0,0.0
20201201:0030,0.0,0.0,0.0,-0.96,14.55,2.21,0.0,2020-12-01 00:30:00+00:00,0.0,14.55,0.0,0.0
20201201:0130,87.5,58.6,0.0,11.39,14.39,2.0,0.0,2020-12-01 01:30:00+00:00,146.1,18.955625,14.980894938750001,14.5314680905875
20201201:0230,250.11,93.65,0.0,22.87,17.62,1.45,0.0,2020-12-01 02:30:00+00:00,343.76,28.3625,33.89052494,32.8738091918
20201201:0330,407.21,113.55,0.0,32.9,21.39,1.59,0.0,2020-12-01 03:30:00+00:00,520.76,37.66375,49.306194731000005,47.82700888907
20201201:0430,522.01,125.35,0.0,40.62,23.8,1.66,0.0,2020-12-01 04:30:00+00:00,647.36,44.03,59.56191046400001,57.775053150080005
20201201:0530,579.66,130.5,0.0,44.79,25.42,1.86,0.0,2020-12-01 05:30:00+00:00,710.16,47.6125,64.27143294,62.343289951799996
20201201:0630,570.26,130.0,0.0,44.44,26.28,1.59,0.0,2020-12-01 06:30:00+00:00,700.26,48.163125,63.21351183675,61.3171064816475
20201201:0730,500.06,122.95,0.0,39.66,26.84,1.31,0.0,2020-12-01 07:30:00+00:00,623.01,46.309062499999996,56.7251812081875,55.023425771941874
20201201:0830,374.11,109.7,0.0,31.52,27.18,1.31,0.0,2020-12-01 08:30:00+00:00,483.81,42.2990625,44.8658270401875,43.51985222898187
20201201:0930,212.51,87.5,0.0,21.22,27.18,1.59,0.0,2020-12-01 09:30:00+00:00,300.01,36.5553125,28.5449820926875,27.688632629906877
20201201:1030,59.75,47.35,0.0,9.59,26.77,1.66,0.0,2020-12-01 10:30:00+00:00,107.1,30.116875,10.47983272875,10.1654377468875
20201201:1130,0.0,0.0,0.0,-2.87,25.55,1.59,0.0,2020-12-01 11:30:00+00:00,0.0,25.55,0.0,0.0
20201201:1230,0.0,0.0,0.0,0.0,23.73,1.66,0.0,2020-12-01 12:30:00+00:00,0.0,23.73,0.0,0.0
20201201:1330,0.0,0.0,0.0,0.0,21.71,1.45,0.0,2020-12-01 13:30:00+00:00,0.0,21.71,0.0,0.0
20201201:1430,0.0,0.0,0.0,0.0,20.49,1.1,0.0,2020-12-01 14:30:00+00:00,0.0,20.49,0.0,0.0
20201201:1530,0.0,0.0,0.0,0.0,21.1,0.62,0.0,2020-12-01 15:30:00+00:00,0.0,21.1,0.0,0.0
20201201:1630,0.0,0.0,0.0,0.0,20.53,0.21,0.0,2020-12-01 16:30:00+00:00,0.0,20.53,0.0,0.0
20201201:1730,0.0,0.0,0.0,0.0,19.95,0.48,0.0,2020-12-01 17:30:00+00:00,0.0,19.95,0.0,0.0
20201201:1830,0.0,0.0,0.0,0.0,18.37,1.03,0.0,2020-12-01 18:30:00+00:00,0.0,18.37,0.0,0.0
20201201:1930,0.0,0.0,0.0,0.0,16.14,1.79,0.0,2020-12-01 19:30:00+00:00,0.0,16.14,0.0,0.0
20201201:2030,0.0,0.0,0.0,0.0,15.85,1.93,0.0,2020-12-01 20:30:00+00:00,0.0,15.85,0.0,0.0
20201201:2130,0.0,0.0,0.0,0.0,15.59,1.93,0.0,2020-12-01 21:30:00+00:00,0.0,15.59,0.0,0.0
20201201:2230,0.0,0.0,0.0,0.0,15.33,1.93,0.0,2020-12-01 22:30:00+00:00,0.0,15.33,0.0,0.0
20201201:2330,0.0,0.0,0.0,0.0,15.1,2.0,0.0,2020-12-01 23:30:00+00:00,0.0,15.1,0.0,0.0
20201202:0030,0.0,0.0,0.0,-1.11,14.91,1.93,0.0,2020-12-02 00:30:00+00:00,0.0,14.91,0.0,0.0
20201202:0130,82.2,57.75,0.0,11.24,14.82,1.79,0.0,2020-12-02 01:30:00+00:00,139.95,19.1934375,14.3363039371875,13.906214819071876
20201202:0230,240.81,93.4,0.0,22.7,18.22,1.17,0.0,2020-12-02 02:30:00+00:00,334.21000000000004,28.6640625,32.906682142187506,31.91948167792188
20201202:0330,396.21,113.7,0.0,32.73,21.84,1.24,0.0,2020-12-02 03:30:00+00:00,509.90999999999997,37.7746875,48.2551448206875,46.807490476066874
20201202:0430,511.51,125.4,0.0,40.44,24.29,1.45,0.0,2020-12-02 04:30:00+00:00,636.91,44.1934375,58.556713243187495,56.800011845891866
20201202:0530,569.36,130.55,0.0,44.63,25.94,1.66,0.0,2020-12-02 05:30:00+00:00,699.9100000000001,47.81218750000001,63.28507917568749,61.38652680041687
20201202:0630,551.16,134.8,0.0,44.3,26.75,1.66,0.0,2020-12-02 06:30:00+00:00,685.96,48.18625,61.915967179000006,60.05848816363
20201202:0730,476.51,126.25,0.0,39.56,27.21,1.52,0.0,2020-12-02 07:30:00+00:00,602.76,46.04625,54.947948186999994,53.29950974138999
20201202:0830,366.81,110.1,0.0,31.47,27.44,1.59,0.0,2020-12-02 08:30:00+00:00,476.90999999999997,42.3434375,44.217071313187496,42.89055917379187
20201202:0930,208.61,87.35,0.0,21.2,27.36,1.45,0.0,2020-12-02 09:30:00+00:00,295.96000000000004,36.60875,28.152995227000005,27.308405370190005
20201202:1030,58.6,47.05,0.0,9.59,26.96,1.24,0.0,2020-12-02 10:30:00+00:00,105.65,30.2615625,10.331528687187502,10.021582826571876
20201202:1130,0.0,0.0,0.0,-2.85,25.99,0.83,0.0,2020-12-02 11:30:00+00:00,0.0,25.99,0.0,0.0
20201202:1230,0.0,0.0,0.0,0.0,24.04,0.69,0.0,2020-12-02 12:30:00+00:00,0.0,24.04,0.0,0.0
20201202:1330,0.0,0.0,0.0,0.0,23.31,0.69,0.0,2020-12-02 13:30:00+00:00,0.0,23.31,0.0,0.0
20201202:1430,0.0,0.0,0.0,0.0,22.47,0.76,0.0,2020-12-02 14:30:00+00:00,0.0,22.47,0.0,0.0
20201202:1530,0.0,0.0,0.0,0.0,21.62,0.76,0.0,2020-12-02 15:30:00+00:00,0.0,21.62,0.0,0.0
20201202:1630,0.0,0.0,0.0,0.0,20.91,0.62,0.0,2020-12-02 16:30:00+00:00,0.0,20.91,0.0,0.0
20201202:1730,0.0,0.0,0.0,0.0,20.29,0.55,0.0,2020-12-02 17:30:00+00:00,0.0,20.29,0.0,0.0
20201202:1830,0.0,0.0,0.0,0.0,19.74,0.55,0.0,2020-12-02 18:30:00+00:00,0.0,19.74,0.0,0.0
20201202:1930,0.0,0.0,0.0,0.0,19.21,0.62,0.0,2020-12-02 19:30:00+00:00,0.0,19.21,0.0,0.0
20201202:2030,0.0,0.0,0.0,0.0,18.59,0.62,0.0,2020-12-02 20:30:00+00:00,0.0,18.59,0.0,0.0
20201202:2130,0.0,0.0,0.0,0.0,18.02,0.76,0.0,2020-12-02 21:30:00+00:00,0.0,18.02,0.0,0.0
20201202:2230,0.0,0.0,0.0,0.0,17.33,0.9,0.0,2020-12-02 22:30:00+00:00,0.0,17.33,0.0,0.0
20201202:2330,0.0,0.0,0.0,0.0,15.93,1.17,0.0,2020-12-02 23:30:00+00:00,0.0,15.93,0.0,0.0
20201203:0030,0.0,0.0,0.0,-1.25,14.94,1.45,0.0,2020-12-03 00:30:00+00:00,0.0,14.94,0.0,0.0
20201203:0130,78.1,57.6,0.0,11.09,14.58,1.59,0.0,2020-12-03 01:30:00+00:00,135.7,18.820625,13.92218729875,13.5045216797875
20201203:0230,232.61,94.75,0.0,22.54,18.16,0.9,0.0,2020-12-03 02:30:00+00:00,327.36,28.39,32.269904832,31.30180768704
20201203:0330,389.96,113.55,0.0,32.56,22.17,0.97,0.0,2020-12-03 03:30:00+00:00,503.51,37.9046875,47.621991534687496,46.19333178864687
20201203:0430,505.61,124.9,0.0,40.27,24.59,0.9,0.0,2020-12-03 04:30:00+00:00,630.51,44.293437499999996,57.9418237831875,56.20356906969187
20201203:0530,563.26,130.3,0.0,44.47,26.17,0.76,0.0,2020-12-03 05:30:00+00:00,693.56,47.84375,62.701725274999994,60.82067351674999
20201203:0630,522.81,145.55,0.0,44.18,26.99,0.41,0.0,2020-12-03 06:30:00+00:00,668.3599999999999,47.87625,60.414380411,58.601948998670004
20201203:0730,477.66,127.35,0.0,39.48,27.26,0.62,0.0,2020-12-03 07:30:00+00:00,605.01,46.1665625,55.12248756918749,53.46881294211187
20201203:0830,348.16,116.25,0.0,31.42,27.57,0.83,0.0,2020-12-03 08:30:00+00:00,464.41,42.0828125,43.10895983968751,41.81569104449688
20201203:0930,195.81,89.35,0.0,21.18,27.47,1.03,0.0,2020-12-03 09:30:00+00:00,285.15999999999997,36.381249999999994,27.152899554999998,26.33831256835
20201203:1030,54.45,48.85,0.0,9.59,27.11,1.17,0.0,2020-12-03 10:30:00+00:00,103.30000000000001,30.338124999999998,10.09840010875,9.7954481054875
20201203:1130,0.0,0.0,0.0,-2.83,26.15,0.97,0.0,2020-12-03 11:30:00+00:00,0.0,26.15,0.0,0.0
20201203:1230,0.0,0.0,0.0,0.0,24.04,0.9,0.0,2020-12-03 12:30:00+00:00,0.0,24.04,0.0,0.0
20201203:1330,0.0,0.0,0.0,0.0,23.27,0.69,0.0,2020-12-03 13:30:00+00:00,0.0,23.27,0.0,0.0
20201203:1430,0.0,0.0,0.0,0.0,22.65,0.48,0.0,2020-12-03 14:30:00+00:00,0.0,22.65,0.0,0.0
20201203:1530,0.0,0.0,0.0,0.0,21.93,0.48,0.0,2020-12-03 15:30:00+00:00,0.0,21.93,0.0,0.0
